target,datetime,time,geo_lat,geo_lon,region,building_type,level,levels,rooms,area,kitchen_area,object_type,id
4250000,2019-07-05,14:21:30,55.7401281,38.001468,Московская область,1,3,25,1,45.5,13.0,1,2152030
6200000,2019-07-06,15:00:52,55.791648,37.48764,Москва,3,5,5,1,28.6,5.6,1,2157038
4689960,2019-07-06,12:07:58,55.869279,37.401608,Московская область,2,18,21,1,37.4,11.0,11,2156426
7420160,2019-07-06,12:45:38,55.8502843,37.6851805,Москва,1,11,27,1,35.2,10.9,11,2156580
12600000,2019-07-06,10:29:34,55.601691,37.511742,Москва,1,5,16,3,80.0,10.0,1,2156037
8000000,2019-07-06,12:35:06,55.682144,37.68109,Москва,2,14,16,2,50.4,11.0,1,2156541
4887350,2019-07-06,10:17:59,55.748123,37.517544,Москва,2,9,12,1,36.5,9.8,11,2155912
1900000,2019-07-06,14:38:07,55.8469033,38.6580219,Московская область,1,4,5,2,49.1,8.0,1,2156971
2600000,2019-07-06,17:14:45,54.9112151,37.4307988,Московская область,4,2,2,2,59.0,7.0,1,2157385
4999999,2019-07-06,11:21:22,55.746436,38.009049,Московская область,1,1,14,2,52.0,8.5,1,2156264
8358000,2019-07-06,14:37:59,55.8502843,37.6851805,Москва,1,7,26,1,39.8,11.5,11,2156968
6600000,2019-07-06,09:56:53,55.869656,37.61001,Москва,1,3,9,1,35.2,8.7,1,2155753
15173225,2019-07-06,18:37:42,55.7273359,37.7545212,Москва,2,21,23,3,88.6,21.8,11,2157572
13847257,2019-07-06,11:51:06,55.806437,37.641586,Москва,2,11,19,2,64.2,21.9,11,2156372
4000000,2019-07-07,11:43:53,55.8272291,37.2606079,Московская область,3,1,2,2,45.5,5.0,1,2159837
4530000,2019-07-07,21:26:04,55.9139261,36.8756818,Московская область,2,4,15,1,41.0,9.0,1,2161227
2600000,2019-07-07,20:08:53,55.6016517,36.6929375,Московская область,1,1,5,3,56.0,6.0,1,2161076
9300000,2019-07-07,15:17:37,55.885812,37.699346,Москва,1,14,17,2,62.0,12.2,1,2160405
7575227,2019-07-07,22:22:55,55.696225,37.469656,Москва,2,14,31,1,37.8,13.0,11,2161332
9500000,2019-07-07,13:22:23,55.849615,37.637614,Москва,1,2,9,3,49.3,6.0,1,2160096
26000000,2019-07-08,21:41:53,55.7577641,37.5689608,Москва,3,3,5,5,95.0,7.5,1,2168458
2900000,2019-07-08,01:49:04,55.5639247,37.8255637,Московская область,2,12,17,-1,23.8,4.0,1,2161505
16900000,2019-07-08,07:46:42,55.6813243,37.5578788,Москва,3,5,8,3,82.0,10.0,1,2162970
1550000,2019-07-08,11:44:27,55.7114197,38.9544772,Московская область,3,2,5,2,44.0,6.0,1,2165172
8700000,2019-07-08,14:38:20,55.7820146,37.5097171,Москва,2,2,20,2,53.7,18.2,11,2166423
19740000,2019-07-08,14:48:19,55.7768166,37.5276323,Москва,2,19,24,2,70.5,15.0,11,2166529
4200000,2019-07-09,15:34:43,55.8636602,37.3921548,Московская область,2,11,25,1,34.0,10.0,11,2174785
3967550,2019-07-09,08:08:00,56.2261305,37.4494453,Московская область,1,8,25,1,36.5,16.0,11,2171118
13500000,2019-07-09,21:51:27,55.673671,37.4948852,Москва,2,19,23,2,56.0,12.0,1,2176567
9800000,2019-07-09,12:56:26,55.915436,36.8707557,Московская область,3,12,13,4,140.0,20.0,1,2172880
7410300,2019-07-09,12:43:20,55.6334399,37.4148849,Москва,2,12,22,2,62.0,12.5,11,2172787
4446000,2019-07-09,05:30:05,55.910024,38.048225,Московская область,2,8,17,2,57.0,8.8,1,2169770
3400000,2019-07-09,20:39:27,55.5764204,36.700427,Московская область,1,4,5,1,35.0,10.0,1,2176379
5059200,2019-07-09,11:37:54,55.7540471,37.620405,Москва,2,8,24,2,52.7,16.0,11,2172359
5618016,2019-07-10,12:04:07,55.8346719,37.275057,Московская область,2,5,25,3,60.8,6.0,11,2180960
3328470,2019-07-10,12:03:57,55.8346719,37.275057,Московская область,2,7,25,1,29.8,8.1,11,2180901
3357351,2019-07-10,12:03:50,55.8346719,37.275057,Московская область,2,12,25,1,29.9,8.5,11,2180867
6200000,2019-07-10,21:04:04,55.8145377,37.7292778,Москва,3,2,5,1,31.0,6.0,1,2184417
7400000,2019-07-10,22:46:42,55.7224379,37.8167232,Москва,1,6,9,2,44.0,6.0,1,2184636
3000000,2019-07-10,21:11:03,56.340714,38.164583,Московская область,3,6,10,1,50.0,12.0,1,2184432
5893029,2019-07-10,12:04:45,55.8346719,37.275057,Московская область,2,14,25,3,62.6,6.0,11,2181125
3570138,2019-07-10,12:03:36,55.8346719,37.275057,Московская область,2,19,25,1,31.3,10.4,11,2180800
3462876,2019-07-10,12:04:20,55.8346719,37.275057,Московская область,2,16,25,1,31.1,8.8,11,2181052
5724640,2019-07-10,11:54:07,55.5719507,37.6186594,Московская область,2,17,17,2,59.2,14.8,11,2180721
3090000,2019-07-10,08:11:32,55.690063,37.725952,Москва,1,1,9,-1,22.0,2.0,1,2178298
28100000,2019-07-11,17:53:49,55.740887,37.650621,Москва,3,1,14,2,53.0,12.0,1,2190707
4050000,2019-07-11,13:40:58,55.693058,37.665443,Москва,2,23,25,1,18.8,3.0,11,2188216
1700000,2019-07-11,09:50:30,54.9541234,39.0195295,Московская область,1,4,9,1,33.8,9.0,1,2186668
5860800,2019-07-11,11:42:02,55.8502843,37.6851805,Москва,1,11,22,1,36.0,8.6,11,2187419
5000000,2019-07-11,14:40:40,55.693058,37.665443,Москва,2,7,25,1,25.8,3.0,11,2188553
2100000,2019-07-11,22:18:13,56.758606,37.142147,Московская область,3,5,5,1,28.0,5.0,1,2191407
4950000,2019-07-11,22:44:04,55.893713,37.629421,Москва,1,1,12,1,37.0,8.5,1,2191460
9750000,2019-07-11,22:00:41,55.7292577,37.9691224,Московская область,2,9,16,3,104.0,25.0,1,2191381
4500000,2019-07-11,14:56:46,55.80512,38.43634,Московская область,1,7,12,3,63.0,7.0,1,2188662
16470000,2019-07-12,09:49:21,55.806437,37.641586,Москва,2,2,19,2,81.6,20.7,11,2193467
7300000,2019-07-12,09:55:42,55.893085,37.605644,Москва,1,2,9,2,45.3,6.1,1,2193541
28500000,2019-07-12,11:52:03,55.7802079,37.5152238,Москва,3,2,10,5,166.0,14.0,1,2195942
1200000,2019-07-12,14:40:39,55.36926,39.05433,Московская область,1,5,5,1,30.5,6.0,1,2197182
6590000,2019-07-12,18:24:05,56.0232778,37.8572468,Московская область,3,11,12,3,68.0,9.0,1,2198132
6000000,2019-07-12,12:20:15,55.6082812,37.9761219,Московская область,2,15,17,1,52.5,19.0,1,2196090
13500000,2019-07-12,12:59:54,55.6459505,37.5194423,Москва,1,16,22,1,45.0,10.0,1,2196443
4190000,2019-07-12,14:23:24,55.8384468,38.1983278,Московская область,3,3,4,3,70.0,8.0,1,2197102
5600000,2019-07-12,15:41:35,55.540028,37.579422,Москва,1,1,9,1,33.0,10.0,1,2197496
5482360,2019-07-13,07:42:30,55.6209991,37.4293779,Москва,1,25,25,1,33.8,10.7,11,2199998
9000000,2019-07-13,13:46:42,55.9065829,37.3936599,Московская область,1,21,25,3,77.1,10.5,1,2201138
10687770,2019-07-13,16:56:52,55.8019753,37.3006498,Москва,1,14,25,3,79.7,17.0,11,2201744
4300000,2019-07-13,06:50:41,55.9309975,37.8711537,Московская область,3,4,5,2,46.0,6.0,1,2199955
3400000,2019-07-13,00:07:21,55.9287515,37.8146929,Московская область,3,4,5,1,30.0,6.0,1,2198747
3300000,2019-07-13,16:39:38,55.5911533,38.1240468,Московская область,3,4,4,1,42.8,9.0,1,2201679
11500000,2019-07-13,23:58:48,55.5451253,37.5899183,Московская область,2,11,23,3,89.0,15.1,1,2202461
8000000,2019-07-13,18:41:40,55.7553502,37.6670025,Москва,3,6,7,1,35.4,6.0,1,2202002
4205340,2019-07-13,08:14:43,55.9105782,37.7363579,Московская область,1,22,25,1,36.6,16.0,11,2200080
8500000,2019-07-13,11:13:11,55.85224,37.610996,Москва,1,10,12,1,39.2,8.6,1,2200665
9300000,2019-07-14,23:32:49,55.7581903,37.8040788,Москва,3,4,5,3,66.0,9.0,1,2205911
9999999,2019-07-14,15:32:11,55.791477,37.884445,Московская область,2,10,25,3,110.0,13.0,1,2204894
12339810,2019-07-14,12:48:15,55.78729,37.49535,Москва,2,13,24,2,65.3,16.4,11,2204498
9521920,2019-07-14,16:45:06,55.78729,37.49535,Москва,2,2,24,2,55.0,13.2,11,2205097
3100000,2019-07-15,18:42:05,55.6335979,37.9432902,Московская область,3,1,7,-1,31.0,6.0,1,2211252
7500000,2019-07-15,15:11:00,55.6762185,37.7702562,Москва,1,2,12,2,50.8,10.0,1,2210256
6500000,2019-07-15,17:20:49,54.921474,37.427902,Московская область,3,3,3,4,111.1,10.0,1,2210957
21500000,2019-07-15,11:04:37,55.9409103,37.5049861,Московская область,3,8,11,4,148.9,8.2,1,2208690
10150000,2019-07-15,11:55:24,55.721924,37.664474,Москва,3,4,8,2,46.0,6.0,1,2209007
2050000,2019-07-15,10:29:40,56.3406718,37.5369455,Московская область,1,4,5,1,28.6,6.6,1,2208450
12770000,2019-07-15,12:40:21,55.557765,37.555023,Москва,2,14,31,3,86.0,14.3,1,2209326
3350000,2019-07-15,16:36:36,55.5811078,39.5208922,Московская область,3,8,9,2,50.0,8.0,1,2210688
5500000,2019-07-15,12:26:32,55.7488261,37.1615885,Московская область,3,5,5,4,61.1,5.0,1,2209239
4900000,2019-07-16,19:51:46,55.991893,37.214382,Москва,1,1,22,1,42.0,8.0,1,2217357
10740000,2019-07-16,10:17:07,55.685163,37.864124,Московская область,1,16,17,3,74.9,10.2,1,2214196
2730000,2019-07-16,11:35:16,55.7665791,38.4371416,Московская область,1,4,5,2,44.3,6.0,1,2214666
8826780,2019-07-16,08:17:27,55.5951422,37.4488018,Москва,1,7,16,3,78.6,22.5,11,2213616
4450000,2019-07-16,20:35:18,55.910503,37.73633,Московская область,2,6,9,3,98.0,10.6,1,2217464
2400000,2019-07-16,19:19:25,56.193907,37.340478,Московская область,1,2,5,2,46.0,6.0,1,2217268
15300000,2019-07-16,09:36:30,55.6019003,37.6647246,Москва,1,5,17,3,80.0,11.0,1,2213983
6150000,2019-07-16,11:55:06,55.5465668,37.593022,Московская область,4,13,25,1,46.1,12.8,1,2214785
2442400,2019-07-16,14:59:38,55.8370173,38.4022246,Московская область,2,6,11,1,34.4,9.0,11,2215945
7850000,2019-07-16,19:56:40,55.8815,37.528767,Москва,4,3,12,2,44.5,6.0,1,2217368
12100000,2019-07-16,09:49:12,55.8161,37.829037,Москва,1,12,17,3,76.0,10.1,1,2214050
4285853,2019-07-16,16:09:14,55.524546,37.3858197,Москва,2,4,15,1,35.3,14.2,11,2216400
6400000,2019-07-16,12:53:49,55.5366168,37.7217871,Московская область,1,2,17,2,60.2,12.7,1,2215168
1600000,2019-07-17,10:06:21,54.8541006,38.5599196,Московская область,1,4,5,1,33.0,7.7,1,2219996
5253000,2019-07-17,14:32:09,55.7029452,37.8871138,Московская область,1,17,25,2,51.0,10.5,11,2221852
11800000,2019-07-17,11:51:35,55.8037309,37.6108645,Москва,1,10,10,2,59.0,10.2,1,2220775
11300000,2019-07-17,11:14:10,55.792265,37.781695,Москва,2,6,8,3,59.0,20.0,11,2220502
4750000,2019-07-17,17:50:58,55.6690079,37.905457,Московская область,1,2,5,2,45.0,6.0,1,2223159
7500000,2019-07-17,21:28:18,55.9718241,37.1548398,Москва,1,2,14,2,51.0,17.0,1,2223820
18000000,2019-07-17,16:51:03,55.8868825,37.4572602,Московская область,2,6,17,4,120.0,20.0,1,2222828
4200000,2019-07-17,22:23:51,55.9439308,36.713308,Московская область,1,7,9,3,75.0,7.2,1,2223969
4850000,2019-07-18,16:59:15,55.075867,38.758568,Московская область,3,3,10,2,70.0,12.0,1,2228877
7350000,2019-07-18,13:28:32,55.5412134,37.0789903,Московская область,2,13,14,2,68.0,16.0,1,2227651
4660000,2019-07-18,22:23:32,55.888657,37.4303702,Московская область,1,3,5,3,63.6,8.3,1,2229853
7700000,2019-07-18,20:52:18,55.95074,37.51182,Московская область,1,8,8,3,71.7,10.2,1,2229628
4641117,2019-07-18,14:37:08,55.625308,37.309441,Москва,1,12,24,2,60.2,15.2,1,2228043
10130800,2019-07-19,17:35:00,55.7750169,37.7379457,Москва,1,20,25,2,58.9,14.7,11,2235115
13600000,2019-07-19,16:59:32,55.673671,37.4948852,Москва,2,17,23,2,53.0,9.0,1,2234943
2000000,2019-07-19,22:11:17,55.6499116,38.0678788,Московская область,3,3,11,3,76.0,11.0,11,2235853
12000000,2019-07-19,15:52:03,55.866733,37.561122,Москва,2,19,22,2,54.0,11.4,1,2234603
4667200,2019-07-19,12:57:04,55.7681357,37.7444215,Москва,1,1,9,2,36.8,7.5,1,2233661
15000000,2019-07-19,16:10:38,55.616209,37.706452,Москва,1,9,15,3,87.0,10.0,1,2234698
6300000,2019-07-19,21:34:18,55.667731,37.774014,Москва,1,10,14,1,38.0,8.0,1,2235801
11500000,2019-07-19,16:40:56,55.7428523,37.4002832,Москва,1,10,14,2,52.0,8.0,1,2234828
2960000,2019-07-19,13:39:33,56.0569665,37.0255695,Московская область,1,8,16,1,42.0,14.0,1,2233900
20000000,2019-07-19,21:46:50,55.680641,37.51644,Москва,3,13,25,3,77.1,10.0,1,2235819
4100000,2019-07-19,13:59:19,55.6381272,37.2229889,Московская область,3,10,15,1,34.0,10.0,1,2234009
3600000,2019-07-19,12:56:22,55.962337,37.673789,Московская область,2,6,7,1,41.8,11.8,1,2233656
5000000,2019-07-19,10:52:06,55.7524259,37.8479388,Московская область,3,3,9,2,34.5,5.0,1,2232956
8300000,2019-07-20,08:28:21,55.8197745,37.3740822,Московская область,1,19,22,3,70.0,12.0,1,2237779
1550000,2019-07-20,23:43:52,55.815594,38.97084,Московская область,3,1,4,1,30.0,6.0,1,2240138
4930000,2019-07-20,17:21:27,55.8090662,37.7615857,Москва,2,9,39,-1,25.2,5.0,1,2239485
6880090,2019-07-20,08:03:01,56.2261305,37.4494453,Московская область,1,22,25,3,93.1,22.6,11,2237683
6205360,2019-07-20,08:03:01,55.8869181,37.5341364,Москва,2,3,16,1,39.2,19.1,11,2237687
2500000,2019-07-20,14:14:43,55.531886,37.643327,Московская область,1,5,9,-1,21.0,5.0,11,2238963
18000000,2019-07-20,15:21:34,55.677162,37.656162,Москва,3,3,5,3,76.6,8.5,1,2239177
2650000,2019-07-20,22:01:31,56.374158,37.330794,Московская область,1,5,5,3,57.7,5.0,1,2239960
4850000,2019-07-20,15:26:57,56.1198288,38.1389948,Московская область,2,10,17,2,60.0,12.0,1,2239194
4550000,2019-07-20,19:12:05,55.7049858,37.9647134,Московская область,2,13,17,1,33.0,10.0,1,2239719
12343360,2019-07-20,18:39:05,55.869548,37.6872605,Москва,2,5,8,3,90.8,13.4,11,2239653
3746180,2019-07-20,05:43:34,55.7281371,38.0229829,Московская область,2,14,17,2,47.4,7.6,11,2236293
3840000,2019-07-20,16:21:26,55.5485532,37.4622518,Москва,2,9,12,1,23.6,5.0,11,2239347
4000000,2019-07-20,12:50:09,55.9258547,37.8211619,Московская область,3,1,2,2,44.0,6.0,1,2238665
9800000,2019-07-21,12:42:42,55.8165292,37.5836807,Москва,3,1,5,2,59.0,8.0,1,2242259
2300000,2019-07-21,22:48:48,55.310314,38.629021,Московская область,1,5,5,3,70.8,9.0,1,2243765
3090000,2019-07-21,11:11:08,56.283465,37.481523,Московская область,1,1,5,2,43.7,6.8,1,2241985
5999126,2019-07-21,13:28:07,55.592256,37.459361,Москва,2,10,13,1,39.0,11.0,1,2242408
14800000,2019-07-21,11:12:00,55.822412,37.432043,Москва,2,15,18,2,62.0,13.0,11,2241988
23000000,2019-07-22,13:27:42,55.792696,37.7331047,Москва,1,12,24,4,102.9,10.1,1,2247670
6300000,2019-07-22,20:18:20,55.8601016,37.5630811,Москва,4,1,9,1,32.0,5.3,1,2250866
17600000,2019-07-22,14:13:46,55.802335,37.631676,Москва,3,7,8,3,87.0,10.0,1,2248265
6024200,2019-07-22,16:56:36,55.5550385,37.4665615,Москва,2,10,15,1,46.3,14.6,11,2250042
5750000,2019-07-22,17:14:07,55.69788,37.785,Москва,4,3,9,1,32.6,6.5,1,2250133
5900000,2019-07-22,19:42:26,55.6437726,37.6080583,Москва,4,6,9,1,32.0,6.0,1,2250758
4900000,2019-07-22,09:42:18,55.8135229,37.0796637,Московская область,2,2,3,1,45.0,17.0,11,2245947
5500000,2019-07-22,18:41:57,55.9353737,37.8393904,Московская область,3,1,9,2,54.0,9.0,1,2250548
1650000,2019-07-22,12:21:14,56.49694,38.173935,Московская область,1,4,5,1,35.0,6.0,1,2247200
2650000,2019-07-22,15:36:56,55.8789129,38.4774926,Московская область,1,2,5,2,50.1,8.0,1,2249522
2100000,2019-07-22,10:27:22,54.9225972,37.4033402,Московская область,3,2,2,2,43.0,6.0,1,2246262
11500000,2019-07-23,10:37:24,55.814431,37.650235,Москва,1,12,14,1,38.3,10.3,1,2253962
8300000,2019-07-23,15:40:38,56.341988,37.539276,Московская область,3,10,12,3,93.4,20.0,1,2257080
11000000,2019-07-23,18:07:27,55.713216,37.519387,Москва,3,1,8,2,54.0,8.5,1,2257800
5000000,2019-07-23,15:13:00,56.008082,37.4449403,Московская область,4,9,20,1,47.0,11.0,1,2256747
8540000,2019-07-23,15:22:20,55.82442,37.366709,Московская область,1,20,23,2,61.0,10.0,1,2256932
4650000,2019-07-23,21:49:57,54.937691,37.402516,Московская область,3,7,12,3,71.0,9.5,1,2258435
12411000,2019-07-23,20:05:17,55.7993997,37.5648751,Москва,2,2,14,2,59.1,11.3,11,2258176
2900000,2019-07-23,15:35:23,56.180918,36.996828,Московская область,1,3,5,2,45.0,7.0,1,2257051
15200000,2019-07-24,21:19:59,55.8052352,37.8153367,Москва,1,7,17,3,75.7,13.2,1,2265056
4250000,2019-07-24,14:46:57,56.0165272,37.8361015,Московская область,3,11,14,1,44.0,10.0,1,2263015
6700000,2019-07-24,10:08:42,55.60995,37.586392,Москва,1,6,9,2,44.0,6.0,1,2261026
9734400,2019-07-24,17:36:45,55.605145,37.724194,Москва,1,9,26,2,57.6,9.3,11,2264162
11500000,2019-07-24,17:40:59,55.681081,37.6946892,Москва,1,18,19,1,38.0,10.0,11,2264183
3182400,2019-07-24,17:06:37,55.673508,37.808304,Москва,3,6,9,2,37.0,5.0,1,2263973
6497820,2019-07-24,09:34:26,55.5719507,37.6186594,Московская область,2,7,17,3,76.4,8.6,11,2260788
6290000,2019-07-24,00:12:05,55.5326625,37.6142955,Московская область,1,17,17,2,52.0,10.0,1,2258728
4052000,2019-07-24,18:45:21,55.7712692,37.2537202,Московская область,2,7,8,2,50.7,10.9,11,2264523
7700000,2019-07-24,19:24:01,55.87843,37.53386,Москва,1,7,9,2,47.0,5.5,1,2264673
8900000,2019-07-25,14:00:57,55.8786463,37.4175144,Московская область,2,26,26,-1,132.7,20.0,1,2269332
6786725,2019-07-25,11:44:14,55.78729,37.49535,Москва,2,8,24,1,33.4,11.0,11,2268346
12500000,2019-07-25,10:45:59,55.81561,37.36617,Московская область,1,3,17,3,97.7,12.0,1,2267968
9000000,2019-07-25,04:06:44,55.9158873,37.4089755,Московская область,2,11,17,3,87.6,24.0,11,2265619
5990000,2019-07-25,17:52:44,55.705168,37.9339576,Москва,1,4,17,1,37.0,6.9,1,2270835
3850000,2019-07-25,16:05:51,55.917929,37.779889,Московская область,3,4,5,1,31.5,6.0,1,2270277
8599000,2019-07-25,16:05:00,55.8868567,37.4292599,Московская область,1,7,25,2,58.0,10.0,1,2270274
2700000,2019-07-25,11:14:01,55.3899961,36.719882,Московская область,3,1,2,2,40.0,6.0,1,2268143
4500000,2019-07-25,08:59:04,54.922794,37.442024,Московская область,3,5,9,3,64.0,10.0,1,2267275
14803518,2019-07-25,12:34:59,55.709003,37.659542,Москва,2,12,20,3,74.8,17.4,11,2268751
6150000,2019-07-25,17:23:22,55.7416478,38.0105027,Московская область,2,16,17,2,63.7,13.0,1,2270708
2650000,2019-07-26,11:11:18,55.6377863,38.0369425,Московская область,5,1,2,3,60.0,6.0,1,2276694
7514100,2019-07-26,12:57:41,55.7540471,37.620405,Москва,2,21,22,3,75.9,12.4,11,2277433
2150000,2019-07-26,09:11:19,56.3569617,37.5625032,Московская область,3,5,5,1,43.3,9.6,1,2274808
5800000,2019-07-26,16:47:18,55.815098,37.3545,Московская область,2,24,25,1,37.0,7.4,1,2278830
7438200,2019-07-26,11:56:31,55.7540471,37.620405,Москва,2,7,22,3,75.9,12.4,11,2277024
3450000,2019-07-26,12:49:31,55.950287,38.0502,Московская область,3,9,9,2,45.2,6.0,1,2277383
7217499,2019-07-26,16:32:02,55.6442434,37.3847787,Москва,2,8,12,1,37.0,11.0,11,2278683
8500000,2019-07-26,16:24:19,55.672306,37.45193,Москва,1,13,14,2,42.5,6.2,1,2278636
4200000,2019-07-27,10:42:04,55.9006169,37.9484078,Московская область,3,1,5,3,58.5,6.0,1,2281747
4800000,2019-07-27,11:53:02,55.5303336,37.6676814,Московская область,2,3,5,1,41.0,12.0,1,2282153
2314000,2019-07-27,11:46:22,55.9736367,37.8956416,Московская область,2,10,17,1,44.0,11.0,11,2282112
3299000,2019-07-27,07:31:59,55.910024,38.048225,Московская область,2,14,15,1,41.0,11.0,1,2281181
4779000,2019-07-27,12:59:51,55.625471,37.342814,Москва,2,14,22,1,35.4,10.4,11,2282451
3675000,2019-07-27,11:46:22,55.9736367,37.8956416,Московская область,2,10,17,2,73.0,13.0,11,2282111
4670000,2019-07-27,09:52:08,55.7820146,37.5097171,Москва,2,8,17,-1,27.1,5.0,11,2281535
5120500,2019-07-27,12:38:21,55.625471,37.342814,Москва,2,9,22,1,38.5,15.8,11,2282345
28000000,2019-07-27,08:22:00,55.7833607,37.5335939,Москва,3,24,33,3,94.0,15.0,1,2281270
12700000,2019-07-27,10:31:37,55.661983,37.60355,Москва,1,10,12,3,63.0,7.0,1,2281701
3650000,2019-07-27,15:58:08,55.5991031,37.7259912,Москва,2,2,14,-1,22.0,2.0,1,2283137
4425000,2019-07-27,15:47:37,55.625471,37.342814,Москва,2,4,22,1,35.4,10.3,11,2283075
10642600,2019-07-27,11:03:44,55.625471,37.342814,Москва,2,8,11,3,83.8,12.9,11,2281907
9358309,2019-07-28,12:32:19,55.7166799,37.4289253,Москва,2,19,22,1,39.4,11.0,11,2286227
9800000,2019-07-28,09:59:34,55.533801,37.4466652,Москва,1,8,9,3,75.0,12.0,1,2285659
3500000,2019-07-28,13:10:42,55.8043167,38.0813202,Московская область,2,10,17,1,34.0,8.0,11,2286410
2800000,2019-07-29,12:47:36,55.701607,37.932476,Москва,1,2,17,-1,18.5,3.0,1,2291619
4400000,2019-07-29,01:36:05,56.1663967,37.5209995,Московская область,2,5,10,1,35.1,10.8,11,2288000
5100000,2019-07-29,10:19:02,55.4733931,37.6083482,Московская область,1,1,9,3,79.0,9.0,1,2290369
20400000,2019-07-29,13:30:46,55.6465629,37.6065559,Москва,4,15,17,3,85.0,11.0,1,2291948
9000000,2019-07-29,14:22:34,55.640696,37.407052,Москва,1,12,17,2,53.4,9.5,1,2293145
4100000,2019-07-29,18:51:49,55.4733931,37.6083482,Московская область,1,8,8,2,54.0,10.0,1,2294969
5600000,2019-07-29,14:16:16,56.3579425,37.53799,Московская область,3,11,12,2,60.2,15.0,1,2293044
1000000,2019-07-29,08:34:25,55.36618,39.041833,Московская область,3,1,2,2,40.0,6.0,1,2289653
3450000,2019-07-29,16:43:59,56.3384026,37.5181043,Московская область,2,2,10,1,43.2,8.0,1,2294312
9300000,2019-07-29,16:53:35,55.8168063,37.8087858,Москва,3,5,9,3,56.9,6.0,1,2294353
11950000,2019-07-29,18:29:01,55.8775306,37.6369267,Москва,3,2,14,3,60.0,7.5,1,2294863
2189800,2019-07-29,09:54:52,55.956733,37.684371,Московская область,2,3,6,-1,26.1,2.5,11,2290169
2250000,2019-07-30,09:32:07,56.7563308,37.1307558,Московская область,3,1,5,1,32.0,6.0,1,2298727
5200000,2019-07-30,07:55:38,55.7089738,37.9251852,Москва,1,8,17,1,38.0,8.0,1,2298162
11353867,2019-07-30,14:05:24,55.7896936,37.4564513,Москва,2,3,12,1,46.9,14.5,11,2300716
3300000,2019-07-30,13:36:47,55.379968,39.057819,Московская область,1,1,9,3,72.0,8.0,1,2300529
2551500,2019-07-30,16:03:05,55.8669723,37.709537,Москва,1,13,16,-1,18.9,2.0,1,2302361
1850000,2019-07-30,06:40:19,55.6133212,38.7220367,Московская область,3,1,2,2,51.0,8.0,1,2297855
13990000,2019-07-30,13:49:06,55.8912093,37.6531734,Москва,1,8,17,3,84.7,10.7,1,2300604
14241900,2019-07-30,20:06:10,55.7888734,37.4785701,Москва,2,2,21,3,81.9,21.0,11,2304076
4800000,2019-07-30,10:38:15,55.705435,37.3245292,Московская область,4,5,17,1,42.0,10.0,1,2299148
10100000,2019-07-30,21:41:33,55.624443,37.72396,Москва,1,3,9,3,59.2,6.1,1,2304566
4000000,2019-07-30,15:22:31,55.918767,37.984642,Московская область,2,6,17,1,44.0,10.0,1,2301706
11100000,2019-07-30,10:50:48,55.5954213,37.6069063,Москва,4,12,16,3,67.0,8.5,1,2299264
3700000,2019-07-31,23:20:48,55.310973,38.6543404,Московская область,1,6,9,4,89.0,9.0,1,2314985
4900000,2019-07-31,16:10:58,55.909473,37.703686,Московская область,1,3,17,1,36.0,9.0,1,2311156
1150000,2019-07-31,15:01:55,54.9307566,37.4408712,Московская область,1,5,5,1,18.0,2.0,1,2310482
6497320,2019-07-31,17:14:03,55.8038026,37.3012335,Москва,1,6,25,2,50.8,10.4,11,2311710
12090000,2019-07-31,13:40:00,55.6039083,37.3586474,Москва,1,13,17,3,77.0,12.0,1,2309709
2550000,2019-07-31,12:18:50,55.5799574,38.217024,Московская область,2,9,21,1,34.0,15.0,1,2309004
4750000,2019-07-31,11:25:54,56.3425042,37.5388456,Московская область,2,2,2,1,79.0,9.0,1,2308448
4046800,2019-07-31,15:33:05,55.6334399,37.4148849,Москва,2,4,20,-1,25.9,5.8,11,2310825
18888000,2019-07-31,18:26:48,55.7103916,37.645829,Москва,2,8,16,2,87.0,14.4,1,2312346
1850000,2019-07-31,16:30:29,56.1718785,36.953021,Московская область,1,2,5,1,30.7,5.6,1,2311323
2650000,2019-08-01,11:03:27,56.1935167,36.9670568,Московская область,3,9,10,1,39.0,9.0,1,2321611
4893020,2019-08-01,17:36:28,55.599167,37.71629,Москва,2,18,25,1,25.3,6.0,11,2327212
8700000,2019-08-01,18:30:11,55.9385999,37.5101021,Московская область,2,6,9,2,60.0,13.0,1,2327538
10208550,2019-08-01,17:34:43,55.6231662,37.4359424,Москва,2,16,25,3,80.7,17.1,11,2327086
990000,2019-08-01,16:13:38,55.102792,38.753088,Московская область,3,2,2,1,31.0,7.0,1,2326560
2000000,2019-08-01,12:20:19,56.185102,36.977631,Московская область,3,2,5,1,30.0,6.0,1,2322193
5730920,2019-08-01,17:34:39,55.71586,37.728046,Москва,1,3,25,1,41.2,18.8,11,2327068
5255040,2019-08-01,17:35:27,55.8038026,37.3012335,Москва,1,11,25,2,35.7,5.9,11,2327127
2800000,2019-08-01,00:16:32,55.9224168,36.9609886,Московская область,1,1,5,2,53.0,9.0,1,2315505
12777940,2019-08-01,00:33:03,55.557765,37.555023,Москва,2,14,31,3,85.3,14.2,11,2315594
4500000,2019-08-02,22:19:39,55.7921731,37.972117,Московская область,2,25,25,1,44.3,11.0,1,2334364
8750000,2019-08-02,20:35:59,55.6974559,37.6340411,Москва,2,12,16,1,38.6,12.0,11,2334170
10800000,2019-08-02,18:36:28,55.7840566,37.6908009,Москва,1,1,9,3,58.0,7.0,1,2333843
